Год;Время года;Климат;Город;Страна;Способ охлаждения;Режим при смешанном типе охлаждения;Способ обогрева;Возраст;Пол;Ощущение температуры;Ощущение температуры (bool);Предпочтительное изменение температуры;Ощущение движения воздуха (bool);Предпочтительное изменение движения воздуха;Оценка комфорта;Утепление;Температура воздуха в помещении;Температура воздуха на улице;RH;Скорость воздуха;Рост;Вес;Занавески;Вентилятор;Окно;Двери;Отопление;Среднемесячная температура на улице;Количество рекламаций
2012.0;Лето;Тропическая влажная саванна;Ченнай;Индия;Смешанный;Кондиционирование;;;Мужской;0.0;1.0;Без изменений;;Без изменений;;0.7;25.1;;40.0;0.07;;52.0;;;0.0;0.0;;38.1;0
2012.0;Лето;Влажный субтропический муссонный;Дели;Индия;Смешанный;Вентиляция;Механическое отопление;45.0;Мужской;1.0;0.0;Теплее;;Больше;5.0;0.68;36.2;;45.1;0.82;177.8;81.0;;1.0;1.0;;;30.9;0
2012.0;Зима;Влажный субтропический муссонный;Дели;Индия;Кондиционирование;;;25.0;Мужской;0.0;1.0;Без изменений;;Без изменений;6.0;1.0;22.5;;45.8;0.03;180.0;75.0;;;;;1.0;15.5;0
2012.0;Осень;Жаркий полузасушливый;Хайдарабад;Индия;Смешанный;Вентиляция;;;Мужской;-1.0;0.0;Без изменений;;Без изменений;;0.72;27.5;;64.0;0.01;;70.0;;;0.0;1.0;;25.7;0
2012.0;Зима;Влажный субтропический муссонный;Дели;Индия;Кондиционирование;;;25.0;Мужской;1.0;1.0;Без изменений;;Без изменений;6.0;1.02;25.2;;38.9;0.08;172.7;79.0;;;;;1.0;15.5;0
2012.0;Зима;Тропическая влажная саванна;Ченнай;Индия;Смешанный;Кондиционирование;;;Женский;3.0;0.0;Холоднее;;Больше;;0.97;28.6;;65.0;0.02;;60.0;;;0.0;0.0;;30.8;0
2012.0;Лето;Тропическая влажная саванна;Ченнай;Индия;Смешанный;Кондиционирование;;;Мужской;0.0;1.0;Без изменений;;Без изменений;;0.7;27.3;;43.0;0.16;;60.0;;;0.0;0.0;;38.1;0
2012.0;Весна;Тропическая влажная саванна;Ченнай;Индия;Смешанный;Кондиционирование;;;Женский;0.0;1.0;Холоднее;;Без изменений;;0.97;27.5;;48.0;0.14;;63.0;;;0.0;1.0;;30.4;0
2012.0;Осень;Тропическая влажная саванна;Ченнай;Индия;Смешанный;Кондиционирование;;;Мужской;1.0;0.0;Холоднее;;Больше;;0.68;25.4;;54.0;0.09;;63.0;;;0.0;0.0;;29.7;0
2012.0;Зима;Жаркий полузасушливый;Ахмедабад;Индия;Смешанный;Вентиляция;;55.0;Мужской;0.0;1.0;Холоднее;;Больше;6.0;0.85;24.4;;26.5;0.09;157.5;57.0;;0.0;1.0;;;21.3;0
2012.0;Лето;Субтропическое высокогорье;Шимла;Индия;Смешанный;Вентиляция;Механическое отопление;35.0;Мужской;0.0;1.0;Холоднее;;Без изменений;6.0;0.97;21.4;;82.9;0.04;175.3;77.0;;;0.0;;;18.5;0
2012.0;Зима;Субтропическое высокогорье;Шимла;Индия;Вентиляция;;;25.0;Мужской;0.0;1.0;Холоднее;;Больше;5.0;1.83;17.0;;23.9;0.04;170.2;57.0;;;0.0;;;8.5;0
2012.0;Весна;Тропическая влажная саванна;Ченнай;Индия;Смешанный;Кондиционирование;;;Мужской;-1.0;1.0;Холоднее;;Больше;;0.72;27.1;;54.0;0.01;;75.0;;;0.0;0.0;;30.4;0
2012.0;Лето;Жаркий полузасушливый;Ахмедабад;Индия;Смешанный;Кондиционирование;;25.0;Мужской;1.0;0.0;Холоднее;;Больше;4.0;0.74;23.9;;49.5;0.21;170.2;58.0;;;;;1.0;29.5;0
2012.0;Зима;Субтропическое высокогорье;Шимла;Индия;Смешанный;Кондиционирование;Механическое отопление;45.0;Женский;3.0;1.0;Без изменений;;Без изменений;6.0;1.45;20.2;;32.2;0.02;152.4;48.0;;;0.0;;;8.5;0
2012.0;Лето;Тропическая влажная саванна;Бангалор;Индия;Кондиционирование;;;25.0;Мужской;0.0;1.0;Холоднее;;Больше;3.0;0.72;25.3;;62.1;0.05;170.2;73.0;;0.0;;;1.0;30.8;1
2012.0;Лето;Субтропическое высокогорье;Шимла;Индия;Вентиляция;;;55.0;Мужской;-1.0;1.0;Без изменений;;Больше;6.0;0.49;25.2;;49.0;0.04;175.3;67.0;;;1.0;;;18.5;0
2012.0;Лето;Жаркий полузасушливый;Хайдарабад;Индия;Смешанный;Кондиционирование;;;Мужской;2.0;0.0;Холоднее;;Больше;;0.68;28.0;;44.0;0.03;;75.0;;;0.0;0.0;;27.0;0
2012.0;Зима;Тропическая влажная саванна;Ченнай;Индия;Кондиционирование;;;25.0;Мужской;0.0;1.0;Без изменений;;Больше;5.0;0.78;25.7;;65.9;0.56;172.0;80.0;;1.0;;;1.0;30.8;0
2012.0;Зима;Тропическая влажная саванна;Бангалор;Индия;Вентиляция;;;55.0;Мужской;0.0;1.0;Без изменений;;Больше;6.0;0.84;25.3;;45.7;0.03;162.6;75.0;;0.0;0.0;;;29.9;0
2012.0;Осень;Жаркий полузасушливый;Хайдарабад;Индия;Смешанный;Вентиляция;;;Мужской;3.0;0.0;Холоднее;;Больше;;0.68;30.1;;61.0;0.02;;80.0;;;1.0;0.0;;25.7;0
2012.0;Зима;Жаркий полузасушливый;Ахмедабад;Индия;Смешанный;Вентиляция;;35.0;Мужской;0.0;1.0;Без изменений;;Больше;5.0;0.49;26.8;;51.1;0.02;170.2;72.0;;;0.0;;0.0;21.3;0
2012.0;Осень;Тропическая влажная саванна;Ченнай;Индия;Смешанный;Кондиционирование;;;Мужской;-1.0;1.0;Теплее;;Больше;;0.68;27.0;;47.0;0.08;;76.0;;;0.0;0.0;;29.7;0
2012.0;Лето;Жаркий полузасушливый;Ахмедабад;Индия;Смешанный;Кондиционирование;;45.0;Мужской;0.0;1.0;Холоднее;;Больше;3.0;0.61;30.3;;69.8;0.38;170.2;60.0;;1.0;1.0;;0.0;29.5;1
2012.0;Зима;Влажный субтропический муссонный;Дели;Индия;Смешанный;Вентиляция;;45.0;Женский;-1.0;0.0;Холоднее;;Больше;4.0;1.12;20.2;;49.1;0.09;152.4;70.0;;0.0;;;;15.5;0
2012.0;Лето;Влажный субтропический муссонный;Дели;Индия;Смешанный;Кондиционирование;;55.0;Мужской;3.0;0.0;Теплее;;Больше;1.0;0.67;37.1;;47.0;0.5;167.6;75.0;;1.0;1.0;;1.0;30.9;1
2012.0;Лето;Жаркий полузасушливый;Хайдарабад;Индия;Смешанный;Кондиционирование;;;Мужской;0.0;1.0;Без изменений;;Больше;;0.68;25.1;;53.0;0.03;;58.0;;;0.0;0.0;;27.0;0
2012.0;Лето;Жаркий полузасушливый;Хайдарабад;Индия;Смешанный;Вентиляция;;;Женский;0.0;1.0;Без изменений;;Без изменений;;0.63;29.8;;65.0;0.05;;55.0;;;1.0;1.0;;27.0;0
2012.0;Зима;Жаркий полузасушливый;Ахмедабад;Индия;Смешанный;Вентиляция;;35.0;Женский;0.0;1.0;Теплее;;Без изменений;6.0;0.91;25.3;;30.1;0.09;160.0;60.0;;0.0;0.0;;;21.3;0
2012.0;Осень;Тропическая влажная саванна;Ченнай;Индия;Смешанный;Кондиционирование;;;Мужской;3.0;1.0;Теплее;;Больше;;0.62;25.9;;50.0;0.09;;61.0;;;0.0;0.0;;29.7;0
2012.0;Зима;Тропическая влажная саванна;Ченнай;Индия;Смешанный;Кондиционирование;;;Мужской;1.0;1.0;Холоднее;;Больше;;0.64;26.7;;41.0;0.22;;90.0;;;0.0;0.0;;30.8;0
2012.0;Лето;Влажный субтропический муссонный;Дели;Индия;Смешанный;Кондиционирование;;35.0;Женский;0.0;1.0;Без изменений;;Без изменений;5.0;0.53;29.6;;60.4;0.56;157.5;59.0;;1.0;0.0;;1.0;30.9;0
2012.0;Весна;Тропическая влажная саванна;Ченнай;Индия;Смешанный;Кондиционирование;;;Мужской;3.0;1.0;Без изменений;;Больше;;0.68;25.5;;49.0;0.02;;85.0;;;0.0;0.0;;30.4;0
2012.0;Зима;Жаркий полузасушливый;Хайдарабад;Индия;Смешанный;Кондиционирование;;;Женский;-1.0;1.0;Без изменений;;Без изменений;;0.63;25.7;;40.0;0.04;;64.0;;;0.0;1.0;;21.6;0
2012.0;Зима;Субтропическое высокогорье;Шимла;Индия;Смешанный;Кондиционирование;Механическое отопление;55.0;Женский;0.0;1.0;Без изменений;;Без изменений;5.0;1.41;18.9;;31.2;0.04;162.6;58.0;;;0.0;;;8.5;0
2012.0;Зима;Влажный субтропический муссонный;Дели;Индия;Кондиционирование;;;35.0;Мужской;0.0;1.0;Без изменений;;Без изменений;6.0;0.92;25.0;;42.7;0.08;177.8;84.0;;;0.0;;1.0;15.5;0
2012.0;Лето;Субтропическое высокогорье;Шимла;Индия;Смешанный;Вентиляция;Механическое отопление;45.0;Мужской;0.0;1.0;Без изменений;;Без изменений;6.0;0.96;23.5;;74.8;0.02;165.1;58.0;;;0.0;;;18.5;0
2012.0;Лето;Жаркий полузасушливый;Ахмедабад;Индия;Смешанный;Кондиционирование;;35.0;Мужской;0.0;1.0;Без изменений;;Без изменений;6.0;0.68;24.5;;47.1;0.1;167.6;70.0;;;0.0;;1.0;29.5;0
2012.0;Лето;Субтропическое высокогорье;Шимла;Индия;Смешанный;Вентиляция;Механическое отопление;55.0;Мужской;0.0;1.0;Без изменений;;Больше;5.0;0.74;21.1;;84.0;0.01;182.9;78.0;;;0.0;;;18.5;0
2012.0;Зима;Тропическая влажная саванна;Ченнай;Индия;Смешанный;Кондиционирование;;;Мужской;3.0;0.0;Холоднее;;Больше;;0.73;26.7;;41.0;0.6;;55.0;;;0.0;0.0;;30.8;0
2012.0;Зима;Тропическая влажная саванна;Ченнай;Индия;Кондиционирование;;;25.0;Женский;0.0;1.0;Без изменений;;Без изменений;4.0;0.57;26.1;;64.3;0.11;162.6;68.0;;1.0;;;1.0;30.8;0
2012.0;Зима;Жаркий полузасушливый;Ахмедабад;Индия;Смешанный;Вентиляция;;55.0;Мужской;0.0;1.0;Теплее;;Без изменений;6.0;0.94;23.5;;34.3;0.05;162.6;65.0;;0.0;0.0;;;21.3;0
2012.0;Лето;Тропическая влажная саванна;Бангалор;Индия;Кондиционирование;;;25.0;Женский;-1.0;0.0;Холоднее;;Без изменений;5.0;0.97;25.6;;63.2;0.03;157.5;49.0;;0.0;;;1.0;30.8;0
2012.0;Осень;Тропическая влажная саванна;Ченнай;Индия;Смешанный;Кондиционирование;;;Женский;0.0;1.0;Без изменений;;Без изменений;;0.72;24.3;;45.0;0.02;;65.0;;;0.0;0.0;;29.7;0
2012.0;Лето;Жаркий полузасушливый;Ахмедабад;Индия;Вентиляция;;;65.0;Мужской;-1.0;1.0;Без изменений;;Без изменений;6.0;0.64;29.3;;78.8;1.43;157.5;45.0;;1.0;1.0;;;29.5;0
2012.0;Лето;Субтропическое высокогорье;Шимла;Индия;Вентиляция;;;45.0;Мужской;0.0;1.0;Без изменений;;Без изменений;6.0;0.78;27.5;;35.8;0.1;180.3;76.0;;1.0;;;;18.5;0
2012.0;Весна;Тропическая влажная саванна;Ченнай;Индия;Смешанный;Кондиционирование;;;Женский;-1.0;1.0;Холоднее;;Больше;;0.75;27.3;;53.0;0.03;;63.0;;;0.0;0.0;;30.4;0
2012.0;Лето;Тропическая влажная саванна;Ченнай;Индия;Смешанный;Кондиционирование;;;Мужской;0.0;1.0;Теплее;;Без изменений;;0.7;27.5;;55.0;0.18;;55.0;;;0.0;0.0;;38.1;0
2012.0;Зима;Жаркий полузасушливый;Хайдарабад;Индия;Смешанный;Вентиляция;;;Мужской;3.0;1.0;Холоднее;;Больше;;0.72;29.8;;34.0;0.02;;58.0;;;0.0;1.0;;21.6;0
2012.0;Зима;Влажный субтропический муссонный;Дели;Индия;Кондиционирование;;;35.0;Женский;1.0;1.0;Без изменений;;Больше;3.0;1.11;24.2;;43.1;0.08;160.0;55.0;;;;;1.0;15.5;2
2012.0;Лето;Влажный субтропический муссонный;Дели;Индия;Смешанный;Кондиционирование;;45.0;Мужской;0.0;1.0;Без изменений;;Без изменений;6.0;0.7;29.2;;59.7;0.5;170.2;55.0;;1.0;0.0;;1.0;30.9;0
2012.0;Зима;Жаркий полузасушливый;Хайдарабад;Индия;Смешанный;Вентиляция;;;Мужской;0.0;0.0;Без изменений;;Больше;;0.62;27.5;;36.0;0.16;;65.0;;;1.0;1.0;;21.6;0
2012.0;Лето;Тропическая влажная саванна;Бангалор;Индия;Кондиционирование;;;25.0;Женский;0.0;1.0;Без изменений;;Без изменений;5.0;0.53;24.9;;65.4;0.18;154.9;42.0;;1.0;;;1.0;30.8;0
2012.0;Зима;Жаркий полузасушливый;Ахмедабад;Индия;Вентиляция;;;45.0;Мужской;0.0;1.0;Без изменений;;Без изменений;6.0;0.62;24.9;;31.5;0.09;167.6;58.0;;0.0;0.0;;;21.3;0
2012.0;Зима;Субтропическое высокогорье;Шимла;Индия;Вентиляция;;;35.0;Мужской;0.0;1.0;Без изменений;;Без изменений;5.0;1.75;18.0;;40.1;0.04;162.6;58.0;;;0.0;;;8.5;0
2012.0;Лето;Субтропическое высокогорье;Шимла;Индия;Смешанный;Вентиляция;Механическое отопление;45.0;Мужской;0.0;1.0;Без изменений;;Без изменений;6.0;0.84;25.1;;42.8;0.02;165.1;68.0;;;1.0;;;18.5;0
2012.0;Лето;Жаркий полузасушливый;Хайдарабад;Индия;Смешанный;Кондиционирование;;;Мужской;-1.0;1.0;Без изменений;;Без изменений;;0.68;26.3;;47.0;0.03;;65.0;;;0.0;0.0;;27.0;0
2012.0;Зима;Жаркий полузасушливый;Хайдарабад;Индия;Смешанный;Вентиляция;;;Женский;-1.0;1.0;Без изменений;;Без изменений;;0.84;30.4;;32.0;0.25;;62.0;;;0.0;1.0;;21.6;0
2012.0;Лето;Тропическая влажная саванна;Бангалор;Индия;Кондиционирование;;;25.0;Женский;-1.0;1.0;Без изменений;;Без изменений;6.0;0.57;25.3;;63.5;0.45;160.0;67.0;;1.0;;;1.0;30.8;0
2012.0;Зима;Жаркий полузасушливый;Хайдарабад;Индия;Смешанный;Вентиляция;;;Мужской;-1.0;1.0;Без изменений;;Без изменений;;0.72;30.3;;30.0;0.14;;60.0;;;1.0;1.0;;21.6;0
2012.0;Лето;Влажный субтропический муссонный;Дели;Индия;Смешанный;Кондиционирование;;25.0;Мужской;0.0;1.0;Без изменений;;Без изменений;6.0;0.53;26.2;;41.4;0.41;160.0;55.0;;1.0;0.0;;1.0;30.9;0
2012.0;Лето;Тропическая влажная саванна;Бангалор;Индия;Кондиционирование;;;25.0;Мужской;0.0;1.0;Холоднее;;Без изменений;6.0;0.58;24.6;;64.6;0.09;165.1;67.0;;1.0;;;1.0;30.8;0
2012.0;Лето;Жаркий полузасушливый;Ахмедабад;Индия;Смешанный;Кондиционирование;;35.0;Мужской;0.0;1.0;Холоднее;;Больше;5.0;0.72;29.4;;76.1;0.34;175.3;75.0;;1.0;0.0;;;29.5;0
2012.0;Осень;Тропическая влажная саванна;Ченнай;Индия;Смешанный;Кондиционирование;;;Мужской;0.0;1.0;Холоднее;;Больше;;0.68;27.6;;48.0;0.15;;70.0;;;0.0;0.0;;29.7;0
2012.0;Весна;Жаркий полузасушливый;Хайдарабад;Индия;Смешанный;Кондиционирование;;;Мужской;-1.0;0.0;Теплее;;Меньше;;0.62;26.0;;36.0;0.04;;71.0;;;0.0;0.0;;31.5;0
2012.0;Весна;Жаркий полузасушливый;Хайдарабад;Индия;Смешанный;Кондиционирование;;;Мужской;0.0;1.0;Без изменений;;Меньше;;0.62;26.1;;27.0;0.02;;47.0;;;0.0;0.0;;31.5;0
2012.0;Лето;Жаркий полузасушливый;Ахмедабад;Индия;Смешанный;Кондиционирование;;35.0;Мужской;0.0;1.0;Холоднее;;Без изменений;6.0;0.74;24.4;;45.8;0.08;182.9;89.0;;;0.0;;1.0;29.5;0
2012.0;Лето;Жаркий полузасушливый;Хайдарабад;Индия;Смешанный;Кондиционирование;;;Мужской;1.0;1.0;Без изменений;;Больше;;0.68;26.3;;47.0;0.03;;75.0;;;0.0;0.0;;27.0;0
2012.0;Зима;Субтропическое высокогорье;Шимла;Индия;Смешанный;Кондиционирование;Механическое отопление;55.0;Мужской;0.0;1.0;Без изменений;;Без изменений;6.0;1.67;21.7;;28.8;0.03;167.6;68.0;;;0.0;;;8.5;0
2012.0;Зима;Субтропическое высокогорье;Шимла;Индия;Смешанный;Кондиционирование;Механическое отопление;55.0;Мужской;0.0;1.0;Без изменений;;Без изменений;6.0;1.4;25.1;;26.8;0.05;162.6;65.0;;;;;;8.5;0
2012.0;Зима;Тропическая влажная саванна;Ченнай;Индия;Кондиционирование;;;25.0;Мужской;1.0;0.0;Теплее;;Больше;5.0;0.9;26.0;;64.6;0.17;177.8;85.0;;0.0;0.0;;1.0;30.8;0
2012.0;Лето;Жаркий полузасушливый;Ахмедабад;Индия;Смешанный;Кондиционирование;;45.0;Мужской;2.0;0.0;Без изменений;;Больше;4.0;0.79;26.7;;43.0;0.04;167.6;80.0;;;;;1.0;29.5;0
2012.0;Зима;Тропическая влажная саванна;Ченнай;Индия;Смешанный;Кондиционирование;;;Женский;0.0;0.0;Без изменений;;Больше;;0.97;23.3;;55.0;0.05;;56.0;;;0.0;0.0;;30.8;0
2012.0;Зима;Тропическая влажная саванна;Бангалор;Индия;Кондиционирование;;;25.0;Женский;0.0;1.0;Без изменений;;Без изменений;5.0;0.96;25.4;;50.1;0.11;160.0;57.0;;0.0;;;1.0;29.9;0
2012.0;Зима;Тропическая влажная саванна;Бангалор;Индия;Вентиляция;;;35.0;Мужской;0.0;1.0;Без изменений;;Больше;4.0;0.62;27.9;;46.3;0.19;188.0;70.0;;0.0;1.0;;0.0;29.9;0
2012.0;Лето;Тропическая влажная саванна;Ченнай;Индия;Кондиционирование;;;25.0;Женский;-1.0;1.0;Теплее;;Без изменений;4.0;0.57;25.1;;73.1;0.15;162.6;56.0;;1.0;;;1.0;38.1;0
2012.0;Весна;Жаркий полузасушливый;Хайдарабад;Индия;Смешанный;Кондиционирование;;;Мужской;-2.0;1.0;Без изменений;;Меньше;;0.68;22.3;;46.0;0.57;;68.0;;;0.0;0.0;;31.5;0
2012.0;Зима;Жаркий полузасушливый;Хайдарабад;Индия;Смешанный;Вентиляция;;;Мужской;1.0;1.0;Теплее;;Больше;;0.68;27.8;;47.0;0.15;;75.0;;;0.0;1.0;;21.6;0
2012.0;Лето;Жаркий полузасушливый;Ахмедабад;Индия;Смешанный;Кондиционирование;;35.0;Мужской;0.0;1.0;Без изменений;;Без изменений;6.0;0.68;25.8;;46.4;0.1;160.0;60.0;;;;;1.0;29.5;0
2012.0;Зима;Влажный субтропический муссонный;Дели;Индия;Кондиционирование;;;25.0;Мужской;1.0;1.0;Без изменений;;Больше;6.0;0.93;23.8;;43.8;0.06;164.0;65.0;;;;;1.0;15.5;0
2012.0;Лето;Влажный субтропический муссонный;Дели;Индия;Кондиционирование;;;45.0;Мужской;0.0;1.0;Без изменений;;Без изменений;6.0;0.83;23.9;;54.7;0.06;180.3;110.0;;;;;1.0;30.9;0
2012.0;Зима;Тропическая влажная саванна;Бангалор;Индия;Вентиляция;;;35.0;Мужской;0.0;1.0;Теплее;;Больше;4.0;0.81;28.2;;44.9;0.06;154.9;65.0;;0.0;1.0;;0.0;29.9;0
2012.0;Зима;Тропическая влажная саванна;Ченнай;Индия;Смешанный;Кондиционирование;;;Женский;1.0;1.0;Холоднее;;Больше;;0.97;26.4;;42.0;0.16;;55.0;;;0.0;0.0;;30.8;0
2012.0;Зима;Тропическая влажная саванна;Ченнай;Индия;Смешанный;Кондиционирование;;;Мужской;-1.0;1.0;Без изменений;;Больше;;0.73;26.8;;54.0;0.1;;65.0;;;0.0;0.0;;30.8;0
2012.0;Лето;Жаркий полузасушливый;Ахмедабад;Индия;Смешанный;Кондиционирование;;35.0;Мужской;-2.0;1.0;Без изменений;;Больше;6.0;0.73;25.9;;46.8;0.14;180.0;74.0;;;;;1.0;29.5;0
2012.0;Зима;Жаркий полузасушливый;Ахмедабад;Индия;Вентиляция;;;25.0;Мужской;-1.0;1.0;Без изменений;;Без изменений;5.0;0.59;22.9;;27.7;0.03;172.7;55.0;;0.0;0.0;;;21.3;0
2012.0;Лето;Субтропическое высокогорье;Шимла;Индия;Вентиляция;;;55.0;Мужской;0.0;1.0;Без изменений;;Без изменений;5.0;0.68;21.6;;85.1;0.02;160.0;56.0;;;0.0;;;18.5;0
2012.0;Зима;Влажный субтропический муссонный;Дели;Индия;Кондиционирование;;;25.0;Мужской;0.0;1.0;Без изменений;;Больше;6.0;1.03;23.2;;45.2;0.06;174.0;70.0;;;;;1.0;15.5;0
2012.0;Осень;Тропическая влажная саванна;Ченнай;Индия;Смешанный;Кондиционирование;;;Мужской;0.0;1.0;Холоднее;;Больше;;0.62;26.5;;57.0;0.07;;57.0;;;0.0;0.0;;29.7;0
2012.0;Лето;Тропическая влажная саванна;Бангалор;Индия;Кондиционирование;;;35.0;Женский;0.0;1.0;Теплее;;Без изменений;5.0;0.63;23.2;;44.3;0.11;162.6;85.0;;0.0;0.0;;1.0;30.8;0
2012.0;Лето;Тропическая влажная саванна;Бангалор;Индия;Вентиляция;;;55.0;Мужской;0.0;1.0;Без изменений;;Без изменений;6.0;0.67;26.1;;68.9;0.18;175.3;76.0;;;1.0;;;30.8;0
2012.0;Зима;Жаркий полузасушливый;Хайдарабад;Индия;Смешанный;Вентиляция;;;Мужской;2.0;0.0;Холоднее;;Больше;;0.68;26.6;;47.0;0.02;;69.0;;;0.0;1.0;;21.6;0
2012.0;Лето;Тропическая влажная саванна;Бангалор;Индия;Кондиционирование;;;25.0;Мужской;-1.0;1.0;Холоднее;;Без изменений;6.0;0.7;25.7;;61.9;0.11;177.8;60.0;;0.0;;;1.0;30.8;0
2012.0;Лето;Влажный субтропический муссонный;Дели;Индия;Кондиционирование;;;45.0;Мужской;0.0;1.0;Теплее;;Без изменений;6.0;0.74;24.8;;51.5;0.12;170.2;70.0;;;0.0;;1.0;30.9;0
2012.0;Зима;Тропическая влажная саванна;Бангалор;Индия;Кондиционирование;;;25.0;Женский;1.0;0.0;Теплее;;Больше;5.0;0.66;26.1;;50.1;0.12;165.1;58.0;;0.0;;;1.0;29.9;0
2012.0;Лето;Жаркий полузасушливый;Ахмедабад;Индия;Вентиляция;;;25.0;Мужской;-1.0;1.0;Без изменений;;Без изменений;6.0;0.74;28.7;;82.4;1.0;160.0;50.0;;1.0;1.0;;;29.5;0
2012.0;Зима;Жаркий полузасушливый;Хайдарабад;Индия;Смешанный;Вентиляция;;;Мужской;1.0;0.0;Холоднее;;Больше;;0.72;29.5;;39.0;0.02;;56.0;;;0.0;0.0;;21.6;0
2012.0;Лето;Тропическая влажная саванна;Ченнай;Индия;Смешанный;Кондиционирование;;;Мужской;1.0;0.0;Без изменений;;Больше;;0.72;28.8;;40.0;0.01;;60.0;;;0.0;0.0;;38.1;0
2012.0;Лето;Влажный субтропический муссонный;Дели;Индия;Смешанный;Вентиляция;;35.0;Мужской;0.0;1.0;Теплее;;Без изменений;5.0;0.46;31.6;;69.1;0.32;172.7;50.0;;1.0;1.0;;0.0;30.9;0
2012.0;Зима;Тропическая влажная саванна;Ченнай;Индия;Смешанный;Кондиционирование;;;Мужской;-1.0;1.0;Без изменений;;Без изменений;;0.64;26.5;;61.0;0.16;;65.0;;;0.0;0.0;;30.8;0
2012.0;Зима;Жаркий полузасушливый;Хайдарабад;Индия;Смешанный;Кондиционирование;;;Женский;-1.0;1.0;Холоднее;;Больше;;0.74;26.9;;42.0;0.02;;76.0;;;0.0;0.0;;21.6;0
2012.0;Зима;Жаркий полузасушливый;Хайдарабад;Индия;Смешанный;Кондиционирование;;;Женский;-1.0;1.0;Холоднее;;Больше;;0.74;26.9;;42.0;0.02;;76.0;;;0.0;0.0;;21.6;0
2012.0;Зима;Жаркий полузасушливый;Хайдарабад;Индия;Смешанный;Кондиционирование;;;Женский;-1.0;1.0;Холоднее;;Больше;;0.74;26.9;;42.0;0.02;;76.0;;;0.0;0.0;;21.6;0